Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
45,NA,69,NA,NA,108,583,18,2227,All Rifle Seasons,39,407,16,392,13,16%,461,2.4999999999999973,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Rifle Seasons,1032.5,1158.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,8,NA,NA,17,55,30,169,First Rifle Seasons (All Harvest - Includes PLOs),8,29,36,31,46,37%,38,-8.00000000000001,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 First Rifle Seasons (All Harvest - Includes PLOs),97.4,109.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,46,NA,NA,58,339,17,1372,Second Rifle Seasons (All Harvest - Includes PLOs),12,259,16,226,11,15%,275,2.9999999999999973,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Second Rifle Seasons (All Harvest - Includes PLOs),600.3,673.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,8,NA,NA,23,144,16,543,Third Rifle Seasons (All Harvest - Includes PLOs),15,88,8,105,5,10%,112,5.500000000000002,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Third Rifle Seasons (All Harvest - Includes PLOs),255,286.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,7,NA,NA,11,44,24,142,Fourth Rifle Seasons (All Harvest - Includes PLOs),3,30,27,30,27,26%,35,-1.5000000000000089,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Fourth Rifle Seasons (All Harvest - Includes PLOs),77.9,87.4,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,69,NA,NA,69,364,19,Not Reported,All Antlered Rifle Seasons,0,379,17,386,13,16%,376,2.999999999999998,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Antlered Rifle Seasons,644.6,723.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,8,NA,NA,8,23,36,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,29,36,30,47,40%,27,-5.500000000000009,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered First Rifle Seasons (No PLO or Either-sex tags included),40.7,45.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,46,NA,NA,46,227,20,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,251,15,224,11,15%,234,4.5,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),402,450.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,8,NA,NA,8,87,9,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,78,9,102,4,7%,89,2.4999999999999973,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),154.1,172.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,7,NA,NA,7,28,27,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,20,40,30,27,31%,26,-7.536443801682123e-15,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),49.6,55.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,14,NA,NA,14,219,6,1583,All Archery Seasons,0,249,8,189,2,5%,219,2,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Archery Seasons,387.8,435,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,12,NA,NA,12,65,19,335,All Muzzleloader Seasons,0,42,33,48,0,17%,52,9.5,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Muzzleloader Seasons,115.1,129.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,12,NA,NA,12,36,34,Not Reported,Antlered Muzzleloader,0,42,33,47,0,22%,42,17,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Muzzleloader,63.8,71.5,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,8,NA,NA,8,23,36,69,First Season Limited Antlered,0,29,36,31,46,39%,28,-5.000000000000004,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 First Season Limited Antlered,40.7,45.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,7,NA,NA,7,28,27,85,Fourth Season Limited Antlered,0,20,40,30,27,31%,26,-7.536443801682123e-15,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Fourth Season Limited Antlered,49.6,55.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,8,33,26,100,First Season Limited Antlerless,8,NA,NA,NA,NA,26%,33,NA,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 First Season Limited Antlerless,58.4,65.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,12,112,11,525,Second Season Limited Antlerless,12,8,40,2,0,17%,41,5.4999999999999964,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Second Season Limited Antlerless,198.3,222.5,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,15,58,26,201,Third Season Limited Antlerless,15,10,0,3,50,25%,24,-12.000000000000007,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Third Season Limited Antlerless,102.7,115.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,3,17,20,57,Fourth Season Limited Antlerless,3,10,0,NA,NA,10%,14,20.000000000000004,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Fourth Season Limited Antlerless,30.1,33.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,39,219,18,Not Reported,All Antlerless Rifle Seasons,39,28,12,5,27,19%,84,-4.500000000000005,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Antlerless Rifle Seasons,387.8,435,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,8,33,26,Not Reported,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),8,0,0,0,0,9%,11,13.000000000000005,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),58.4,65.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,12,112,11,Not Reported,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),12,8,40,2,0,17%,41,5.4999999999999964,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),198.3,222.5,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,15,58,26,Not Reported,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),15,10,0,3,44,23%,24,-9.000000000000004,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),102.7,115.2,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,3,17,20,Not Reported,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),3,10,0,0,0,7%,9,10.000000000000004,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),30.1,33.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
45,NA,0,NA,NA,0,29,0,Not Reported,Antlerless Muzzleloader,0,0,0,0,0,0%,10,-0,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless Muzzleloader,51.4,57.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"EM044O1R,EF044O1R,EM044O1M,EF044O1M,EE044O1A,EF045O2R,EF045O3R,EM045O4R,EF045O4R,EM000U2R,EM000U3R"
46,NA,41,NA,NA,54,241,22,1968,All manners of take,13,277,14,261,13,16%,260,4.499999999999999,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All manners of take,672,879.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,22,NA,NA,33,152,21,1262,All Rifle Seasons,11,176,14,164,14,16%,164,3.499999999999999,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Rifle Seasons,423.8,554.7,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,9,21,40,729,Private Land Only Seasons,9,21,0,20,0,13%,21,20.000000000000007,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Private Land Only Seasons,58.6,76.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,12,NA,NA,12,44,27,169,First Rifle Seasons (All Harvest - Includes PLOs),0,43,22,43,20,23%,43,3.4999999999999982,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 First Rifle Seasons (All Harvest - Includes PLOs),122.7,160.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,3,NA,NA,6,46,12,203,Second Rifle Seasons (All Harvest - Includes PLOs),2,58,17,68,10,13%,57,0.9999999999999947,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Second Rifle Seasons (All Harvest - Includes PLOs),128.3,167.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,6,NA,NA,6,29,20,126,Third Rifle Seasons (All Harvest - Includes PLOs),0,36,13,28,25,19%,31,-2.5,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Third Rifle Seasons (All Harvest - Includes PLOs),80.9,105.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,1,NA,NA,1,11,9,36,Fourth Rifle Seasons (All Harvest - Includes PLOs),0,18,0,6,0,3%,12,4.500000000000002,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Fourth Rifle Seasons (All Harvest - Includes PLOs),30.7,40.1,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,22,NA,NA,22,69,31,Not Reported,All Antlered Rifle Seasons,0,78,22,78,13,22%,75,8.999999999999998,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Antlered Rifle Seasons,192.4,251.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,12,NA,NA,12,25,47,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,23,37,23,20,35%,24,13.499999999999996,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered First Rifle Seasons (No PLO or Either-sex tags included),69.7,91.2,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,3,NA,NA,3,26,13,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,28,13,40,6,11%,31,3.4999999999999982,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),72.5,94.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,6,NA,NA,6,17,33,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,19,25,14,25,28%,17,4,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),47.4,62,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,1,NA,NA,1,1,100,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,8,0,1,0,33%,3,50.00000000000002,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),2.8,3.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,11,NA,NA,13,51,26,478,All Archery Seasons,2,55,15,57,10,17%,54,8.000000000000002,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Archery Seasons,142.2,186.1,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,8,NA,NA,8,39,21,227,All Muzzleloader Seasons,0,46,12,41,15,16%,42,2.999999999999998,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Muzzleloader Seasons,108.7,142.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,8,NA,NA,8,27,30,Not Reported,Antlered Muzzleloader,0,29,14,30,20,21%,29,5.000000000000001,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered Muzzleloader,75.3,98.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,12,NA,NA,12,25,47,98,First Season Limited Antlered,0,23,37,23,20,35%,24,13.499999999999996,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 First Season Limited Antlered,69.7,91.2,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,3,NA,NA,3,26,13,112,Second Season Limited Antlered,0,28,13,40,6,11%,31,3.4999999999999982,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Second Season Limited Antlered,72.5,94.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,6,NA,NA,6,17,33,72,Third Season Limited Antlered,0,19,25,14,25,28%,17,4,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Third Season Limited Antlered,47.4,62,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,1,NA,NA,1,1,100,3,Fourth Season Limited Antlered,0,8,0,1,0,33%,3,50.00000000000002,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Fourth Season Limited Antlered,2.8,3.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,19,0,71,First Season Limited Antlerless,0,20,5,20,20,8%,20,-10.000000000000004,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 First Season Limited Antlerless,53,69.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,2,20,11,91,Second Season Limited Antlerless,2,30,20,28,15,15%,26,-2.0000000000000044,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Second Season Limited Antlerless,55.8,73,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,12,0,54,Third Season Limited Antlerless,0,17,0,14,25,8%,14,-12.500000000000005,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Third Season Limited Antlerless,33.5,43.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,10,0,33,Fourth Season Limited Antlerless,0,10,0,5,0,0%,8,-0,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Fourth Season Limited Antlerless,27.9,36.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,9,21,40,729,Early PLO Seasons,9,21,0,20,0,13%,21,20.000000000000007,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Early PLO Seasons,58.6,76.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,11,82,13,Not Reported,All Antlerless Rifle Seasons,11,98,7,87,11,10%,89,0.9999999999999991,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Antlerless Rifle Seasons,228.6,299.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,19,0,Not Reported,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),0,20,5,20,20,8%,20,-10.000000000000004,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),53,69.3,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,2,20,11,Not Reported,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),2,30,20,28,15,15%,26,-2.0000000000000044,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),55.8,73,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,12,0,Not Reported,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),0,17,0,14,12,4%,14,-6.000000000000001,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),33.5,43.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
46,NA,0,NA,NA,0,10,0,Not Reported,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),0,10,0,5,0,0%,8,-0,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),27.9,36.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"EM046O1R,EF046O1R,EM046O1M,EF046O1M,EE046O1A,EM046O2R,EF046O2R,EM046O3R,EF046O3R,EM046O4R,EF046O4R,EF046P5R"
