Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
72,2nd season rifle Antlerless (Does not include PLO),0,247,247,0,0,Not Reported,0,0,0,0,0%,0,-0,72,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,"DF072P2R,DF072P3R,DF072P4R,DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
72,3rd season rifle Antlerless (Does not include PLO),0,326,326,0,0,Not Reported,0,0,NA,NA,0%,0,0,72,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,"DF072P2R,DF072P3R,DF072P4R,DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
72,4th  season rifle Antlerless (Does not include PLO),0,107,107,0,0,Not Reported,NA,NA,0,0,0%,0,0,72,"1,549",  450,29%,37.3621385557631,-108.8709270808574,"  991,469","  287,760",72 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/37.3621385557631/-108.870927080857,"DF072P2R,DF072P3R,DF072P4R,DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,All manners of take,270,33,302,622,49,3219,594,48,571,48,48%,596,0.4999999999999989,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 All manners of take,441.1,1672.6,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,All Rifle,215,33,248,478,52,2042,458,50,450,49,50%,462,1.4999999999999953,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 All Rifle,339,1285.4,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,Early and Late Seasons (Includes PLOs),0,33,33,41,79,212,16,80,23,86,82%,27,-3.500000000000007,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 Early and Late Seasons (Includes PLOs),29.1,110.2,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,2nd Rifle Seasons,63,0,63,157,40,729,171,50,158,33,41%,162,3.499999999999992,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 2nd Rifle Seasons,111.3,422.2,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,3rd Rifle Seasons,136,0,136,255,53,1029,250,51,233,55,53%,246,-1.0000000000000104,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 3rd Rifle Seasons,180.9,685.7,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,4th Rifle Seasons,16,0,16,25,65,73,22,18,36,54,46%,28,5.500000000000002,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 4th Rifle Seasons,17.7,67.2,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
73,All Archery Seasons,30,0,30,79,38,860,80,40,80,36,38%,80,0.9999999999999916,73,"1,410",  372,26%,37.285197431193275,-108.42503834031734,"  902,386","  238,005",73 All Archery Seasons,56,212.4,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317,"DF072P5R,DM072O1A,DM072O1M,DM072O2R,DM072O3R,DM072O4R,DM072P2R,DM072P3R",NA,NA
