Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
20,3rd season rifle Antlerless (Does not include PLO),0,207,207,10,25,Not Reported,6,67,NA,NA,46%,8,-42,20,"2,078",  533,26%,40.32431847025685,-105.36216745333888,"1,330,216","  341,109",20 3rd season rifle Antlerless (Does not include PLO),4.8,18.8,https://webmap.onxmaps.com/hunt/map#9.45/40.3243184702568/-105.362167453339,"DE020O1A,DF020O1M,DF020O2R,DF020O3R,DF020O4R,DF020P5R,DM020O1M,DM020O2R,DM020O3R,DM020O4R,DM020P5R",NA,NA
20,4th  season rifle Antlerless (Does not include PLO),0,210,210,9,40,Not Reported,NA,NA,4,36,38%,6,2.0000000000000058,20,"2,078",  533,26%,40.32431847025685,-105.36216745333888,"1,330,216","  341,109",20 4th  season rifle Antlerless (Does not include PLO),4.3,16.9,https://webmap.onxmaps.com/hunt/map#9.45/40.3243184702568/-105.362167453339,"DE020O1A,DF020O1M,DF020O2R,DF020O3R,DF020O4R,DF020P5R,DM020O1M,DM020O2R,DM020O3R,DM020O4R,DM020P5R",NA,NA
21,All manners of take,333,0,333,420,79,2078,430,85,425,85,83%,425,-3.0000000000000178,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 All manners of take,278.4,316.8,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,All Rifle,308,0,308,361,85,1580,374,89,363,91,88%,366,-3.0000000000000147,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 All Rifle,239.3,272.3,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,2nd Rifle Seasons,233,0,233,275,85,1250,292,92,286,91,89%,284,-3.0000000000000315,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 2nd Rifle Seasons,182.3,207.4,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,3rd Rifle Seasons,74,0,74,86,87,330,82,82,77,90,86%,82,-1.5000000000000215,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 3rd Rifle Seasons,57,64.9,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,All Archery Seasons,22,0,22,46,48,428,42,57,50,37,47%,46,5.4999999999999964,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 All Archery Seasons,30.5,34.7,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,Either Sex Muzzleloader,3,0,3,13,19,71,14,61,12,100,60%,13,-40.50000000000002,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 Either Sex Muzzleloader,8.6,9.8,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,Antlered Muzzleloader,3,0,3,13,19,Not Reported,14,61,NA,95,58%,14,-38.00000000000003,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 Antlered Muzzleloader,8.6,9.8,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,2nd season rifle Antlered (Does not include PLO),233,0,233,275,85,Not Reported,292,92,NA,91,89%,284,-3.0000000000000315,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 2nd season rifle Antlered (Does not include PLO),182.3,207.4,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,3rd season rifle Antlered (Does not include PLO),74,0,74,86,87,Not Reported,82,82,NA,NA,84%,84,5.00000000000002,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 3rd season rifle Antlered (Does not include PLO),57,64.9,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,Antlerless Muzzleloader,0,32,32,0,0,Not Reported,0,0,0,0,0%,0,-0,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,2nd season rifle Antlerless (Does not include PLO),0,360,360,0,0,Not Reported,0,0,0,0,0%,0,-0,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
21,3rd season rifle Antlerless (Does not include PLO),0,173,173,0,0,Not Reported,0,0,NA,NA,0%,0,0,21,"1,509","1,326",88%,39.85774449788705,-108.80289524752595,"  965,610","  848,591",21 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.857744497887/-108.802895247526,"DM021O1A,DM021O1M,DM021O2R,DM021O3R",NA,NA
22,All manners of take,268,26,293,494,59,2246,479,67,1063,59,62%,679,-1.82130725207318e-14,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 All manners of take,294.1,383.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,All Rifle,239,26,265,410,65,1772,395,76,971,63,68%,592,0.9999999999999909,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 All Rifle,244.1,318,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,2nd Rifle Seasons,100,15,115,192,60,941,184,78,470,59,66%,282,0.4999999999999892,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 2nd Rifle Seasons,114.3,148.9,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,3rd Rifle Seasons,130,11,141,203,69,776,197,73,478,67,70%,293,0.999999999999989,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 3rd Rifle Seasons,120.9,157.4,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,4th Rifle Seasons,9,0,9,15,60,55,14,87,23,71,73%,17,-5.500000000000023,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 4th Rifle Seasons,8.9,11.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,All Archery Seasons,11,0,11,47,24,281,49,22,45,7,18%,47,8.5,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 All Archery Seasons,28,36.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,Either Sex Muzzleloader,17,0,17,38,46,193,35,34,47,29,36%,40,8.5,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 Either Sex Muzzleloader,22.6,29.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,Antlered Muzzleloader,17,0,17,38,46,Not Reported,35,34,NA,32,37%,36,6.999999999999994,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 Antlered Muzzleloader,22.6,29.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,2nd season rifle Antlered (Does not include PLO),76,0,76,140,54,Not Reported,127,71,NA,54,60%,134,-1.3816813636417226e-14,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 2nd season rifle Antlered (Does not include PLO),83.3,108.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,3rd season rifle Antlered (Does not include PLO),83,0,83,126,65,Not Reported,128,76,NA,NA,70%,127,-10.99999999999999,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 3rd season rifle Antlered (Does not include PLO),75,97.7,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,4th season rifle Antlered (Does not include PLO),9,0,9,15,60,Not Reported,21,39,NA,70,56%,18,-5,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 4th season rifle Antlered (Does not include PLO),8.9,11.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,Antlerless Muzzleloader,0,84,84,0,0,Not Reported,0,0,5,0,0%,2,-0,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,2nd season rifle Antlerless (Does not include PLO),0,194,194,10,70,Not Reported,8,70,107,60,67%,42,4.999999999999998,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 2nd season rifle Antlerless (Does not include PLO),6,7.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,3rd season rifle Antlerless (Does not include PLO),0,191,191,7,100,Not Reported,8,80,NA,NA,90%,8,20.000000000000004,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 3rd season rifle Antlerless (Does not include PLO),4.2,5.4,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
22,4th  season rifle Antlerless (Does not include PLO),0,75,75,0,0,Not Reported,NA,0,0,0,0%,0,-0,22,"1,680","1,289",77%,39.886419868391634,-108.28245258861124,"1,075,014","  825,166",22 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.8864198683916/-108.282452588611,"DE011O1A,DE011P2R,DE011P3R,DF011O1M,DF022O2R,DF022O3R,DM011O1M,DM022O2R,DM022O3R,DM022O4R",NA,NA
23,All manners of take,146,4,150,565,26,2857,564,28,1173,30,28%,767,-2.000000000000008,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 All manners of take,785.3,1757.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,All Rifle,135,3,138,388,36,1706,359,37,934,33,35%,560,1.4999999999999964,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 All Rifle,539.3,1207,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,All Ranching For Wildlife Seasons,6,1,7,7,100,20,8,100,16,88,96%,10,5.999999999999992,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 All Ranching For Wildlife Seasons,9.7,21.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,2nd Rifle Seasons,40,2,41,183,23,897,162,38,404,25,29%,250,-1.0000000000000084,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 2nd Rifle Seasons,254.4,569.3,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,3rd Rifle Seasons,78,0,78,173,45,712,157,28,468,39,37%,266,2.9999999999999982,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 3rd Rifle Seasons,240.5,538.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,4th Rifle Seasons,12,0,12,25,48,77,33,54,46,23,42%,35,12.5,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 4th Rifle Seasons,34.7,77.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,All Archery Seasons,7,0,7,117,6,837,146,9,147,26,14%,137,-10.000000000000007,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 All Archery Seasons,162.6,364,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,Either Sex Muzzleloader,3,2,4,60,7,313,59,21,93,14,14%,71,-3.5000000000000058,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 Either Sex Muzzleloader,83.4,186.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,Antlered Muzzleloader,3,0,3,56,5,Not Reported,57,19,NA,8,11%,56,-1.5000000000000027,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 Antlered Muzzleloader,77.8,174.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,2nd season rifle Antlered (Does not include PLO),28,0,28,161,18,Not Reported,140,33,NA,23,25%,150,-2.5000000000000093,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 2nd season rifle Antlered (Does not include PLO),223.8,500.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,3rd season rifle Antlered (Does not include PLO),58,0,58,130,45,Not Reported,113,16,NA,NA,30%,122,29.00000000000001,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 3rd season rifle Antlered (Does not include PLO),180.7,404.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,4th season rifle Antlered (Does not include PLO),2,0,2,12,14,Not Reported,NA,NA,NA,18,16%,12,-1.9999999999999984,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 4th season rifle Antlered (Does not include PLO),16.7,37.3,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,Antlerless Muzzleloader,0,61,61,5,33,Not Reported,2,100,27,27,53%,11,2.99999999999998,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 Antlerless Muzzleloader,6.9,15.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,2nd season rifle Antlerless (Does not include PLO),0,179,179,3,50,Not Reported,3,0,64,25,25%,23,12.500000000000004,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 2nd season rifle Antlerless (Does not include PLO),4.2,9.3,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,3rd season rifle Antlerless (Does not include PLO),0,175,175,4,0,Not Reported,2,0,NA,NA,0%,3,0,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 3rd season rifle Antlerless (Does not include PLO),5.6,12.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
23,4th  season rifle Antlerless (Does not include PLO),0,26,26,0,0,Not Reported,NA,NA,0,0,0%,0,0,23,  719,  321,45%,39.94640973275925,-107.77863139875213,"  460,447","  205,730",23 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9464097327592/-107.778631398752,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DE023W1R,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DF023W1R,DM011O1M,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,All manners of take,42,10,51,309,17,1590,280,14,362,12,14%,317,2.499999999999999,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 All manners of take,413.1,445.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,All Rifle,37,0,37,161,23,701,147,14,239,12,16%,182,5.499999999999999,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 All Rifle,215.3,232.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,All High Country Rifle Seasons,0,0,0,2,0,10,4,50,10,15,22%,5,-7.500000000000008,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 All High Country Rifle Seasons,2.7,2.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,Early and Late Seasons (Includes PLOs),0,0,0,2,0,10,4,50,10,15,22%,5,-7.500000000000008,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Early and Late Seasons (Includes PLOs),2.7,2.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,2nd Rifle Seasons,33,0,33,102,33,443,64,23,151,9,22%,106,11.999999999999998,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 2nd Rifle Seasons,136.4,147,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,3rd Rifle Seasons,4,0,4,53,7,232,73,6,75,19,11%,67,-6.000000000000002,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 3rd Rifle Seasons,70.9,76.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,4th Rifle Seasons,0,0,0,5,0,17,7,0,3,0,0%,5,-0,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 4th Rifle Seasons,6.7,7.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,All Archery Seasons,2,10,12,91,13,640,89,14,83,5,11%,88,3.9999999999999987,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 All Archery Seasons,121.7,131.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,Either Sex Muzzleloader,2,0,2,57,4,248,44,15,40,30,16%,47,-13.000000000000007,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Either Sex Muzzleloader,76.2,82.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
