Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC
181,3rd season rifle Antlerless (Does not include PLO),0,99,99,3,0,Not Reported,NA,NA,NA,NA,0%,3,181,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 3rd season rifle Antlerless (Does not include PLO),9.6,16.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA
181,4th  season rifle Antlerless (Does not include PLO),0,70,70,0,0,Not Reported,NA,NA,24,14,7%,12,181,  313,  187,60%,40.233714818332615,-106.3873715171488,"  200,051","  119,416",181 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.2337148183326/-106.387371517149,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA
191,All manners of take,430,165,594,1389,43,4678,1259,41,1351,41,42%,1333,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All manners of take,2654.4,5704.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,All Rifle,393,161,553,1111,50,3496,996,50,1129,47,49%,1079,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Rifle,2123.2,4562.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,Early and Late Seasons (Includes PLOs),0,58,58,66,88,116,83,78,62,76,81%,70,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Early and Late Seasons (Includes PLOs),126.1,271.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,2nd Rifle Seasons,162,48,210,432,49,1528,398,48,424,47,48%,418,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd Rifle Seasons,825.6,1774.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,3rd Rifle Seasons,141,55,195,471,41,1503,359,48,457,42,44%,429,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd Rifle Seasons,900.1,1934.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,4th Rifle Seasons,90,0,90,142,64,350,151,44,186,49,52%,160,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th Rifle Seasons,271.4,583.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,All Archery Seasons,0,2,2,135,2,720,158,5,136,11,6%,143,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Archery Seasons,258,554.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,Either Sex Muzzleloader,38,1,39,143,27,461,106,4,87,12,14%,112,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Either Sex Muzzleloader,273.3,587.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,Antlered Muzzleloader,38,0,38,109,34,Not Reported,NA,0,NA,NA,17%,109,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Antlered Muzzleloader,208.3,447.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,2nd season rifle Antlered (Does not include PLO),162,0,162,336,48,Not Reported,NA,NA,NA,NA,48%,336,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd season rifle Antlered (Does not include PLO),642.1,1379.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,3rd season rifle Antlered (Does not include PLO),141,0,141,385,37,Not Reported,NA,NA,NA,NA,37%,385,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd season rifle Antlered (Does not include PLO),735.7,1581.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,4th season rifle Antlered (Does not include PLO),90,0,90,142,64,Not Reported,NA,NA,321,44,54%,232,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th season rifle Antlered (Does not include PLO),271.4,583.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,Antlerless Muzzleloader,0,143,143,34,3,Not Reported,34,14,NA,NA,8%,34,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Antlerless Muzzleloader,65,139.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,2nd season rifle Antlerless (Does not include PLO),0,384,384,96,35,Not Reported,NA,NA,NA,NA,35%,96,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd season rifle Antlerless (Does not include PLO),183.5,394.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,3rd season rifle Antlerless (Does not include PLO),0,422,422,86,58,Not Reported,NA,NA,NA,NA,58%,86,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd season rifle Antlerless (Does not include PLO),164.3,353.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
191,4th  season rifle Antlerless (Does not include PLO),0,206,206,0,0,Not Reported,NA,NA,104,53,26%,52,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA
201,All manners of take,53,0,53,58,91,217,63,81,60,83,85%,60,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All manners of take,138,139.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,All Rifle,43,0,43,45,96,145,48,90,45,94,93%,46,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Rifle,107.1,107.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,2nd Rifle Seasons,21,0,21,23,91,58,25,90,23,100,94%,24,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd Rifle Seasons,54.7,55.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,3rd Rifle Seasons,17,0,17,17,100,69,18,86,19,87,91%,18,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd Rifle Seasons,40.4,40.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,4th Rifle Seasons,5,0,5,5,100,18,5,100,3,100,100%,4,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th Rifle Seasons,11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,All Archery Seasons,5,0,5,5,100,38,7,43,7,64,69%,6,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Archery Seasons,11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,Either Sex Muzzleloader,5,0,5,8,58,34,8,63,8,38,53%,8,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Either Sex Muzzleloader,19,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,Antlered Muzzleloader,5,0,5,8,58,Not Reported,NA,63,NA,NA,60%,8,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Antlered Muzzleloader,19,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,2nd season rifle Antlered (Does not include PLO),21,0,21,23,91,Not Reported,NA,NA,NA,NA,91%,23,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd season rifle Antlered (Does not include PLO),54.7,55.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,3rd season rifle Antlered (Does not include PLO),17,0,17,17,100,Not Reported,NA,NA,NA,NA,100%,17,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd season rifle Antlered (Does not include PLO),40.4,40.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,4th season rifle Antlered (Does not include PLO),5,0,5,5,100,Not Reported,NA,NA,23,100,100%,14,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th season rifle Antlered (Does not include PLO),11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,Antlerless Muzzleloader,0,66,66,0,0,Not Reported,0,0,NA,NA,0%,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,2nd season rifle Antlerless (Does not include PLO),0,114,114,0,0,Not Reported,NA,NA,NA,NA,0%,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,3rd season rifle Antlerless (Does not include PLO),0,117,117,0,0,Not Reported,NA,NA,NA,NA,0%,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
201,4th  season rifle Antlerless (Does not include PLO),0,105,105,0,0,Not Reported,NA,NA,0,0,0%,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA
211,All manners of take,165,18,183,452,40,1742,1002,48,546,51,46%,667,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All manners of take,608.1,1371.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,All Rifle,162,18,181,444,41,1688,973,49,523,53,48%,647,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Rifle,597.4,1347.4,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,All Ranching For Wildlife Seasons,18,0,18,21,86,46,39,92,30,80,86%,30,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Ranching For Wildlife Seasons,28.3,63.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,2nd Rifle Seasons,53,3,56,138,40,627,337,32,194,48,40%,223,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd Rifle Seasons,185.7,418.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,3rd Rifle Seasons,84,3,87,237,37,858,493,55,252,57,50%,327,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd Rifle Seasons,318.9,719.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,4th Rifle Seasons,7,12,20,48,40,156,104,62,46,41,48%,66,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th Rifle Seasons,64.6,145.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,All Archery Seasons,0,0,0,3,0,30,9,33,12,0,11%,8,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Archery Seasons,4,9.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,Either Sex Muzzleloader,2,0,2,5,47,24,20,0,12,0,16%,12,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Either Sex Muzzleloader,6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,Antlered Muzzleloader,2,0,2,5,47,Not Reported,NA,0,NA,NA,24%,5,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Antlered Muzzleloader,6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,2nd season rifle Antlered (Does not include PLO),44,0,44,118,38,Not Reported,NA,NA,NA,NA,38%,118,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd season rifle Antlered (Does not include PLO),158.8,358.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,3rd season rifle Antlered (Does not include PLO),55,0,55,166,33,Not Reported,NA,NA,NA,NA,33%,166,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd season rifle Antlered (Does not include PLO),223.3,503.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,4th season rifle Antlered (Does not include PLO),5,0,5,14,38,Not Reported,NA,NA,143,42,40%,78,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th season rifle Antlered (Does not include PLO),18.8,42.5,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,Antlerless Muzzleloader,0,52,52,0,0,Not Reported,5,0,NA,NA,0%,2,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,2nd season rifle Antlerless (Does not include PLO),0,156,156,5,67,Not Reported,NA,NA,NA,NA,67%,5,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd season rifle Antlerless (Does not include PLO),6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,3rd season rifle Antlerless (Does not include PLO),0,199,199,6,50,Not Reported,NA,NA,NA,NA,50%,6,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd season rifle Antlerless (Does not include PLO),8.1,18.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
211,4th  season rifle Antlerless (Does not include PLO),0,52,52,10,100,Not Reported,NA,NA,0,0,50%,5,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th  season rifle Antlerless (Does not include PLO),13.5,30.3,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA
214,All manners of take,14,6,20,115,18,562,162,36,123,20,25%,133,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All manners of take,286.7,1279.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,All Rifle,11,3,14,40,36,111,86,30,37,22,29%,54,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Rifle,99.7,445.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,All Ranching For Wildlife Seasons,5,3,8,8,100,30,11,100,4,75,92%,8,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Ranching For Wildlife Seasons,19.9,89,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,2nd Rifle Seasons,6,0,6,30,22,75,60,13,23,22,19%,38,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 2nd Rifle Seasons,74.8,333.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,3rd Rifle Seasons,0,0,0,2,0,6,16,49,10,0,16%,9,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 3rd Rifle Seasons,5,22.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,All Archery Seasons,0,3,3,68,5,411,53,39,75,22,22%,65,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Archery Seasons,169.6,756.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,Either Sex Muzzleloader,3,0,3,7,37,39,22,50,11,0,29%,13,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Either Sex Muzzleloader,17.5,77.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,Antlered Muzzleloader,3,0,3,7,37,Not Reported,NA,32,NA,NA,34%,7,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Antlered Muzzleloader,17.5,77.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,2nd season rifle Antlered (Does not include PLO),3,0,3,18,14,Not Reported,NA,NA,NA,NA,14%,18,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 2nd season rifle Antlered (Does not include PLO),44.9,200.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,3rd season rifle Antlered (Does not include PLO),0,0,0,0,0,Not Reported,NA,NA,NA,NA,0%,0,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 3rd season rifle Antlered (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
214,Antlerless Muzzleloader,0,44,44,0,0,Not Reported,6,93,NA,NA,46%,3,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA
