Unit,CategoryOldHarv,BucksOldHarv,AntlerlessOldHarv,Total HarvestOldHarv,Total HuntersOldHarv,Percent SuccessOldHarv,Total Rec. DaysOldHarv,TH23OldHarv,PS23OldHarv,TH22OldHarv,PS22OldHarv,threeyearsuccessOldHarv,threeyearshuntersOldHarv,slopeOldHarv,UnitListOldHarv,gmu_area_sqmiOldHarv,public_sqmiOldHarv,percent_publicOldHarv,latitudeOldHarv,longitudeOldHarv,AcresOldHarv,Acres PublicOldHarv,harvestunitOldHarv,Hunters Density Per Sq. MileOldHarv,Hunters Density Per Public Sq. MileOldHarv,onxOldHarv,TagsOldHarv,OTCCat,OTCOldHarv,DAU,Total_Hunters_estimate,Total_Hunters_SE,Total_Hunters_LCL,Total_Hunters_UCL,Total_Harvest_estimate,Total_Harvest_SE,Total_Harvest_LCL,Total_Harvest_UCL,Success_DAU,Total_Days_estimate,SE,LCL,UCL,Sample_Rate,Response_Rate,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,Herd Name,Post Hunt Estimate,Buck/ Doe ratio (per 100),onx
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1758,0,1758,1758,983,39,910,1061,0.56,7586,254,7105,8100,0.52,0.51,"1,409.97783",  371.8828292230,26%,37.285197431193275,-108.42503834031734,"  902,385.81","  238,005.01070270",Mesa Verde,9400,33,https://webmap.onxmaps.com/hunt/map#9.45/37.2851974311933/-108.425038340317
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5542,0,5542,5542,2722,68,2592,2859,0.49,25591,333,24947,26252,0.48,0.57,"1,024.02951",  457.7511219172,45%,37.35958262055689,-107.7066990303414,"  655,378.89","  292,960.71802699",San Juan,24800,32,https://webmap.onxmaps.com/hunt/map#9.45/37.3595826205569/-107.706699030341
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5542,0,5542,5542,2722,68,2592,2859,0.49,25591,333,24947,26252,0.48,0.57,  883.95163,  730.9394066170,83%,37.40730591222063,-107.2234632446801,"  565,729.05","  467,801.22023490",San Juan,24800,32,https://webmap.onxmaps.com/hunt/map#9.45/37.4073059122206/-107.22346324468
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5542,0,5542,5542,2722,68,2592,2859,0.49,25591,333,24947,26252,0.48,0.57,"1,206.83094",  753.5717727461,62%,37.23569931913964,-106.85877931642676,"  772,371.80","  482,285.93455750",San Juan,24800,32,https://webmap.onxmaps.com/hunt/map#9.45/37.2356993191396/-106.858779316427
751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5542,0,5542,5542,2722,68,2592,2859,0.49,25591,333,24947,26252,0.48,0.57,  735.34249,  523.7573232075,71%,37.40007019749088,-107.50599569273044,"  470,619.19","  335,204.68685281",San Juan,24800,32,https://webmap.onxmaps.com/hunt/map#9.45/37.4000701974909/-107.50599569273
771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5542,0,5542,5542,2722,68,2592,2859,0.49,25591,333,24947,26252,0.48,0.57,  576.13736,  117.9756648719,20%,37.12236568053539,-107.2738923628466,"  368,727.91","   75,504.42551801",San Juan,24800,32,https://webmap.onxmaps.com/hunt/map#9.45/37.1223656805354/-107.273892362847
85,All Whitetail Only Rifle Seasons,12,5,17,58,29,375,60,16,45,22,22%,54,3.4999999999999982,85,"1,866",  280,15%,37.42278485238103,-104.9009267551865,"1,194,176","  179,086",85 All Whitetail Only Rifle Seasons,31.1,207.3,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187,"DM085O1M,DM085O1A,DM085O2R,DM085O3R,DM085O4R,DF085P5R,DE048U6R,DM085W1R",Whitetail Only Late Rifle Season,WTOLR,32,1262,14,1234,1290,657,28,604,715,0.52,6002,198,5626,6403,0.72,0.56,"1,865.89927",  279.8221683985,15%,37.42278485238103,-104.9009267551865,"1,194,175.53","  179,086.18777506",Trinidad,7910,36,https://webmap.onxmaps.com/hunt/map#9.45/37.422784852381/-104.900926755187
140,All Whitetail Only Rifle Seasons,2,2,5,5,100,5,3,0,8,33,44%,5,33.500000000000014,140,  723,   33,5%,37.09455404038734,-104.2229487686456,"  462,543","   21,286",140 All Whitetail Only Rifle Seasons,6.9,150.3,https://webmap.onxmaps.com/hunt/map#9.45/37.0945540403873/-104.222948768646,"DM140O1M,DM140O1A,DM140O2R,DM140O3R,DM140O4R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,32,1262,14,1234,1290,657,28,604,715,0.52,6002,198,5626,6403,0.72,0.56,  722.72318,   33.2597326114,5%,37.09455404038734,-104.2229487686456,"  462,542.83","   21,286.22887132",Trinidad,7910,36,https://webmap.onxmaps.com/hunt/map#9.45/37.0945540403873/-104.222948768646
851,All Whitetail Only Rifle Seasons,7,2,10,19,50,119,24,20,20,50,40%,21,-5.024295867788082e-15,851,  690,   90,13%,37.07928756609083,-104.8869639219515,"  441,351","   57,329",851 All Whitetail Only Rifle Seasons,27.6,212.1,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952,"DM851O1R,DM085O1M,DM851O1M,DM085O1A,DM851O1A,DM085O2R,DM851O2R,DM085O3R,DM085O4R,DE048U6R,DM851W1R,DM851W2R",Whitetail Only Late Rifle Season,WTOLR,32,1262,14,1234,1290,657,28,604,715,0.52,6002,198,5626,6403,0.72,0.56,  689.61107,   89.5768146115,13%,37.07928756609083,-104.8869639219515,"  441,351.08","   57,329.16135137",Trinidad,7910,36,https://webmap.onxmaps.com/hunt/map#9.45/37.0792875660908/-104.886963921952
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,325,0,325,325,170,9,153,190,0.52,1365,11,1343,1387,0.94,0.61,"1,087.38292",   42.5641916230,4%,37.11660176899627,-103.44481928062228,"  695,925.07","   27,241.08263871",Mesa de Maya,1900,50,https://webmap.onxmaps.com/hunt/map#9.45/37.1166017689963/-103.444819280622
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,325,0,325,325,170,9,153,190,0.52,1365,11,1343,1387,0.94,0.61,"1,015.25618",  341.8988669547,34%,37.16773758466464,-102.82175021398324,"  649,763.95","  218,815.27485101",Mesa de Maya,1900,50,https://webmap.onxmaps.com/hunt/map#9.45/37.1677375846646/-102.821750213983
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,325,0,325,325,170,9,153,190,0.52,1365,11,1343,1387,0.94,0.61,  485.87353,   90.7799843334,19%,37.07376545304124,-102.30369485023049,"  310,959.06","   58,099.18997340",Mesa de Maya,1900,50,https://webmap.onxmaps.com/hunt/map#9.45/37.0737654530412/-102.30369485023
69,All Whitetail Only Rifle Seasons,7,12,19,56,35,234,36,60,53,33,43%,48,0.9999999999999959,69,  474,  165,35%,38.27971301758047,-105.25130690553227,"  303,517","  105,498",69 All Whitetail Only Rifle Seasons,118.1,339.7,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532,"DF069L1R,DF069O1M,DM069O1M,DE069O1A,DM069O2R,DM069O3R,DM069O4R,DF069P2R,DM069P2R,DF069P3R,DM069P3R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,34,3179,45,3092,3269,1464,60,1352,1585,0.46,13246,416,12456,14086,0.53,0.55,  474.24546,  164.8405312596,35%,38.27971301758047,-105.25130690553227,"  303,517.09","  105,497.94000615",Wet Mountain,14210,34,https://webmap.onxmaps.com/hunt/map#9.45/38.2797130175805/-105.251306905532
84,All Whitetail Only Rifle Seasons,10,12,22,125,18,732,196,15,140,21,18%,154,-1.5000000000000027,84,"2,070",  540,26%,38.05923033315756,-105.0034147087644,"1,324,641","  345,406",84 All Whitetail Only Rifle Seasons,60.4,231.6,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764,"DF069O1M,DM069O1M,DE069O1A,DM069O2R,DM069O3R,DM069O4R,DF069P2R,DM069P2R,DF069P3R,DM069P3R,DF084P5R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,34,3179,45,3092,3269,1464,60,1352,1585,0.46,13246,416,12456,14086,0.53,0.55,"2,069.75172",  539.6971453293,26%,38.05923033315756,-105.0034147087644,"1,324,641.10","  345,406.17301075",Wet Mountain,14210,34,https://webmap.onxmaps.com/hunt/map#9.45/38.0592303331576/-105.003414708764
86,All Whitetail Only Rifle Seasons,0,0,0,10,0,41,10,0,5,0,0%,8,-0,86,  801,  445,56%,38.215358434113504,-105.66933804392954,"  512,901","  284,886",86 All Whitetail Only Rifle Seasons,12.5,22.5,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393,"DM082E1R,DF069O1M,DM069O1M,DE069O1A,DM069O2R,DM069O3R,DM069O4R,DF069P2R,DM069P2R,DF069P3R,DM069P3R,DE048U6R",Whitetail Only Late Rifle Season,WTOLR,34,3179,45,3092,3269,1464,60,1352,1585,0.46,13246,416,12456,14086,0.53,0.55,  801.40735,  445.1344684233,56%,38.215358434113504,-105.66933804392954,"  512,900.70","  284,886.05979090",Wet Mountain,14210,34,https://webmap.onxmaps.com/hunt/map#9.45/38.2153584341135/-105.66933804393
691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whitetail Only Late Rifle Season,NA,34,3179,45,3092,3269,1464,60,1352,1585,0.46,13246,416,12456,14086,0.53,0.55,  410.58532,  186.7136924862,45%,38.35059076174274,-105.4502421084166,"  262,774.60","  119,496.76319117",Wet Mountain,14210,34,https://webmap.onxmaps.com/hunt/map#9.45/38.3505907617427/-105.450242108417
861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3179,45,3092,3269,1464,60,1352,1585,0.46,13246,416,12456,14086,0.53,0.55,  331.53537,  121.6411343306,37%,37.74426059096755,-105.36547409834527,"  212,182.64","   77,850.32597157",Wet Mountain,14210,34,https://webmap.onxmaps.com/hunt/map#9.45/37.7442605909675/-105.365474098345
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1161,0,1161,1161,594,25,548,644,0.51,5992,161,5684,6316,0.57,0.56,"1,411.20053",  861.1836453523,61%,37.4838692285095,-106.30564356831646,"  903,168.34","  551,157.53302548",Lower Rio Grande,6820,28,https://webmap.onxmaps.com/hunt/map#9.45/37.4838692285095/-106.305643568316
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1161,0,1161,1161,594,25,548,644,0.51,5992,161,5684,6316,0.57,0.56,"1,916.33892","1,348.9854862723",70%,37.17645855773902,-106.21674884894992,"1,226,456.91","  863,350.71121427",Lower Rio Grande,6820,28,https://webmap.onxmaps.com/hunt/map#9.45/37.176458557739/-106.21674884895
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,387,2,382,392,282,9,265,299,0.73,1983,142,1723,2282,0.86,0.58,"1,555.84937","1,468.1743594029",94%,37.7521991872031,-107.06665941229352,"  995,743.60","  939,631.59001786",Upper Rio Grande,2830,31,https://webmap.onxmaps.com/hunt/map#9.45/37.7521991872031/-107.066659412294
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,387,2,382,392,282,9,265,299,0.73,1983,142,1723,2282,0.86,0.58,  813.66088,  495.5528791555,61%,37.777894865424095,-106.44217365800988,"  520,742.96","  317,153.84265953",Upper Rio Grande,2830,31,https://webmap.onxmaps.com/hunt/map#9.45/37.7778948654241/-106.44217365801
791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,387,2,382,392,282,9,265,299,0.73,1983,142,1723,2282,0.86,0.58,  523.86067,    6.9752682536,1%,37.67314397352413,-106.00071206761967,"  335,270.83","    4,464.17168232",Upper Rio Grande,2830,31,https://webmap.onxmaps.com/hunt/map#9.45/37.6731439735241/-106.00071206762
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,530,0,530,530,244,11,224,265,0.46,2314,83,2157,2482,0.7,0.61,  832.80017,  348.0333722448,42%,39.14504507955943,-105.75814442686584,"  532,992.11","  222,741.35823666",South Park,3160,26,https://webmap.onxmaps.com/hunt/map#9.45/39.1450450795594/-105.758144426866
500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,530,0,530,530,244,11,224,265,0.46,2314,83,2157,2482,0.7,0.61,  271.41441,  185.7487770492,68%,39.37398163342975,-105.91194788978969,"  173,705.22","  118,879.21731152",South Park,3160,26,https://webmap.onxmaps.com/hunt/map#9.45/39.3739816334298/-105.91194788979
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,530,0,530,530,244,11,224,265,0.46,2314,83,2157,2482,0.7,0.61,  838.74257,  750.2968172728,89%,39.29318096495983,-105.4640943325534,"  536,795.25","  480,189.96305461",South Park,3160,26,https://webmap.onxmaps.com/hunt/map#9.45/39.2931809649598/-105.464094332553
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,951,0,951,951,442,16,411,475,0.46,4572,103,4374,4778,0.72,0.59,  441.20212,  164.2933892920,37%,38.588762178656246,-107.81300426936494,"  282,369.36","  105,147.76914687",Cimarron,7650,29,https://webmap.onxmaps.com/hunt/map#9.45/38.5887621786562/-107.813004269365
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,951,0,951,951,442,16,411,475,0.46,4572,103,4374,4778,0.72,0.59,"1,089.34439",  577.4316308631,53%,38.207575030010986,-107.64883908520822,"  697,180.41","  369,556.24375235",Cimarron,7650,29,https://webmap.onxmaps.com/hunt/map#9.45/38.207575030011/-107.648839085208
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,658,0,658,658,430,12,407,455,0.65,2943,54,2840,3050,0.74,0.54,"1,177.67567",  678.5119188844,58%,39.43550762747674,-108.40337625907118,"  753,712.43","  434,247.62808604",Logan Mountain,4440,24,https://webmap.onxmaps.com/hunt/map#9.45/39.4355076274767/-108.403376259071
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,658,0,658,658,430,12,407,455,0.65,2943,54,2840,3050,0.74,0.54,  507.14774,  199.2670882599,39%,39.56439704833727,-108.03367958650692,"  324,574.55","  127,530.93648632",Logan Mountain,4440,24,https://webmap.onxmaps.com/hunt/map#9.45/39.5643970483373/-108.033679586507
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1134,23,1090,1181,507,29,454,566,0.45,5823,223,5402,6277,0.58,0.5,  703.57446,  530.2929851206,75%,39.68867773716108,-107.6402495515074,"  450,287.65","  339,387.51047716",Rifle Creek,5610,21,https://webmap.onxmaps.com/hunt/map#9.45/39.6886777371611/-107.640249551507
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3323,0,3323,3323,932,44,850,1022,0.28,15075,220,14649,15513,0.49,0.58,  393.81738,  328.8505170615,84%,39.81704167850825,-107.11935665214747,"  252,043.12","  210,464.33091935",Sweetwater Creek,6790,18,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3323,0,3323,3323,932,44,850,1022,0.28,15075,220,14649,15513,0.49,0.58,  409.63579,  198.8071989581,49%,39.98645866485458,-106.939813231828,"  262,166.91","  127,236.60733320",Sweetwater Creek,6790,18,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3323,0,3323,3323,932,44,850,1022,0.28,15075,220,14649,15513,0.49,0.58,  325.89673,  299.9964369571,92%,39.652666661531555,-107.28484773044072,"  208,573.90","  191,997.71965252",Sweetwater Creek,6790,18,https://webmap.onxmaps.com/hunt/map#9.45/39.6526666615316/-107.284847730441
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1902,22,1860,1946,630,27,579,686,0.33,10856,374,10149,11614,0.8,0.5,  133.77131,   23.9895407692,18%,40.766819599110804,-102.96863268982088,"   85,613.64","   15,353.30609230",South Platte River,3530,39,https://webmap.onxmaps.com/hunt/map#9.45/40.7668195991108/-102.968632689821
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1902,22,1860,1946,630,27,579,686,0.33,10856,374,10149,11614,0.8,0.5,  101.13605,    7.9430348892,8%,40.93042706114952,-102.4504923234277,"   64,727.07","    5,083.54232908",South Platte River,3530,39,https://webmap.onxmaps.com/hunt/map#9.45/40.9304270611495/-102.450492323428
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1902,22,1860,1946,630,27,579,686,0.33,10856,374,10149,11614,0.8,0.5,"1,265.08035",    0.9255603429,0%,40.27818060061627,-104.81211908143526,"  809,651.42",      592.35861945,South Platte River,3530,39,https://webmap.onxmaps.com/hunt/map#9.45/40.2781806006163/-104.812119081435
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1902,22,1860,1946,630,27,579,686,0.33,10856,374,10149,11614,0.8,0.5,  429.97254,   18.6975330460,4%,40.34764275303399,-103.70098944057077,"  275,182.42","   11,966.42114941",South Platte River,3530,39,https://webmap.onxmaps.com/hunt/map#9.45/40.347642753034/-103.700989440571
951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1902,22,1860,1946,630,27,579,686,0.33,10856,374,10149,11614,0.8,0.5,"1,559.53517",   32.3798724647,2%,40.41360121542092,-104.38359530149565,"  998,102.51","   20,723.11837740",South Platte River,3530,39,https://webmap.onxmaps.com/hunt/map#9.45/40.4136012154209/-104.383595301496
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,"1,996.39950",   71.7752483066,4%,37.97563885232004,-104.45088760496616,"1,277,695.68","   45,936.15891622",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.97563885232/-104.450887604966
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  391.22834,    0.8212252451,0%,38.03068793491436,-103.87063779066746,"  250,386.14",      525.58415689,Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/38.0306879349144/-103.870637790667
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  919.57555,   29.7114546444,3%,37.62023701702331,-104.44356098402986,"  588,528.35","   19,015.33097244",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.6202370170233/-104.44356098403
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  632.10928,    4.2595314385,1%,37.455709017216144,-104.30938640767955,"  404,549.94","    2,726.10012061",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.4557090172161/-104.30938640768
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,"1,188.70733",  380.1813117414,32%,37.78842899277512,-103.80693713572316,"  760,772.69","  243,316.03951447",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.7884289927751/-103.806937135723
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  905.50117,   57.2019687251,6%,37.43809979394027,-103.50601797008127,"  579,520.75","   36,609.25998404",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.4380997939403/-103.506017970081
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  377.69234,    0.9279928430,0%,37.29565413878794,-104.14405079302742,"  241,723.09",      593.91541953,Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.2956541387879/-104.144050793027
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  586.03863,    0.7453834817,0%,37.49722632165355,-103.91826853715182,"  375,064.73",      477.04542828,Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.4972263216535/-103.918268537152
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,728,9,710,746,318,13,294,344,0.44,3296,210,2910,3733,0.94,0.59,  511.86359,   18.4855004981,4%,37.31276051140567,-103.82325120783086,"  327,592.70","   11,830.72031876",Las Animas,3400,31,https://webmap.onxmaps.com/hunt/map#9.45/37.3127605114057/-103.823251207831
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,"2,087.17616",    1.7024678049,0%,39.49649089220772,-103.2625069013074,"1,335,792.74","    1,089.57939512",Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.4964908922077/-103.262506901307
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  490.82847,    0.0000000000,0%,39.03147406214156,-103.59651670546567,"  314,130.22",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.0314740621416/-103.596516705466
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  349.92599,    6.4544246017,2%,38.95147988789797,-103.35258967349426,"  223,952.63","    4,130.83174511",Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/38.951479887898/-103.352589673494
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  928.34963,    0.0000000000,0%,39.11174628426887,-103.23695991130477,"  594,143.76",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.1117462842689/-103.236959911305
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,860,13,836,885,342,16,312,374,0.4,3206,117,2984,3444,0.83,0.55,  598.91207,    0.0000000000,0%,39.02833659953873,-102.92526392344112,"  383,303.73",        0.00000000,Big Sandy,5240,68,https://webmap.onxmaps.com/hunt/map#9.45/39.0283365995387/-102.925263923441
